id,user_id,tweeted_at,content
e2d65579-e0c8-48f9-aa23-70b5dd295bd4,4b4ce7ca-ebd2-40ce-a227-1ed8ed99fcb9,2018-09-03T10:39:18.578073,Jaffle Shop again. Ordered a tangaroo. This place is the worst.
1376d724-9b52-49e9-8e62-10fb745299f1,3a1a1bef-1d82-4174-a11c-7f98759d4998,2018-09-03T16:51:17.193099,Jaffle Shop again. Ordered a tangaroo. This place is my least favorite.
a61581e6-2add-4f37-b47e-88f751b541a0,c2c40853-95e4-4559-9868-55b1417c732d,2018-09-03T07:05:58.157459,Jaffle shop is not bad. Ordered a adele-ade.
8cb27a54-b42a-42a5-9891-d9c9d59cbaf2,33f4005a-640e-4abf-9126-c1357da38b84,2018-09-03T09:02:14.675780,Jaffles from the Jaffle Shop are delicious! Ordered a for richer or pourover .
5ed8a38a-c951-4f89-b6f4-8ea63bedcae6,5aff7936-5b61-4c7a-a044-c9d08848ecc5,2018-09-03T13:45:26.717441,Jaffles from the Jaffle Shop are amazing! Ordered a adele-ade.
a5504cb6-eb7f-4de6-a7af-06eaf38d30df,4a74ecae-531a-4677-8a3b-9c305f3dad4d,2018-09-04T07:03:39.623191,Jaffle Shop again. Ordered a adele-ade. This place is my least favorite.
8fc6084a-978f-426e-b6a8-cbb82f215274,5fae679a-cceb-46ae-9840-4225fb7c6c98,2018-09-04T08:38:37.034408,Jaffle Shop again. Ordered a tangaroo. This place is disgusting.
e971cfcb-fc8b-4e94-bf33-d2ec08fb9732,2a2f526d-dffa-4b63-af0c-7ed82fc62b09,2018-09-04T08:29:03.870090,Jaffle Shop again. Ordered a adele-ade. This place is awful.
8dce9cdf-578f-4b8e-934d-34f52de6b26d,ab76e694-a4c9-4bd1-bb8d-818973828576,2018-09-04T09:55:19.549306,Jaffles from the Jaffle Shop are sooo gooood! Ordered a for richer or pourover .
01c084a1-11fb-49ae-8b5f-899e90482617,76f0d4a3-b5dc-4f38-b115-5f878bfa109e,2018-09-04T09:52:32.252772,Jaffle Shop again. Ordered a vanilla ice. This place is awful.
05123c83-66a4-4844-9d7e-f9bafbddc1ee,9e4ca6a7-fda4-4658-9cfd-f6a450441b20,2018-09-04T11:29:43.946917,Jaffles from the Jaffle Shop are the best! Ordered a chai and mighty.
27b1940e-c6a6-45ac-acc2-01c716ce48e5,d053e7be-8f99-40b4-bb2b-f631855aff33,2018-09-04T08:36:58.724929,Jaffles from the Jaffle Shop are the best! Ordered a for richer or pourover .
5b401794-e152-49e6-9c78-8edbb5143737,8d56a2af-4a6c-420d-a727-e6156ca844af,2018-09-04T10:56:37.809678,Jaffles from the Jaffle Shop are the best! Ordered a vanilla ice.
cbd2d4ee-fa5d-4d0f-b0bf-ff5bfc547b0d,61d5b1b4-2628-43eb-8295-286614526088,2018-09-04T08:21:49.075068,Jaffle Shop again. Ordered a vanilla ice. This place is my least favorite.
b4446224-d86f-4e9f-ad54-83008c6b4d18,4b4ce7ca-ebd2-40ce-a227-1ed8ed99fcb9,2018-09-04T13:41:56.911123,Jaffle Shop again. Ordered a tangaroo. This place is my least favorite.
1a67b684-47cd-4e9b-8916-ef55f9333334,56edba7a-16d0-4510-bb49-af43c6385a04,2018-09-04T08:05:40.242414,Jaffle Shop again. Ordered a adele-ade. This place is terrible.
88c2209d-eb74-47fa-8f2c-6822205c132e,3a1a1bef-1d82-4174-a11c-7f98759d4998,2018-09-04T13:05:37.637234,Jaffle Shop again. Ordered a for richer or pourover . This place is my least favorite.
250c38ec-7f09-4667-b798-8c254530799a,33f4005a-640e-4abf-9126-c1357da38b84,2018-09-04T08:44:43.891651,Jaffles from the Jaffle Shop are delicious! Ordered a vanilla ice.
b495a5f0-160a-4d16-8317-b51ef0f724df,77ff6c87-4a31-4440-9ce0-0fd0b090cfd2,2018-09-04T09:03:41.008023,Jaffle shop is just meh. Ordered a chai and mighty.
53f14a62-41f2-4db7-b250-86039ae234d8,a38b1c54-af00-476b-a96a-adef98cbc0b0,2018-09-05T10:57:04.827206,Jaffles from the Jaffle Shop are sooo gooood! Ordered a tangaroo.
321b97e9-8606-4ae7-b563-d0a42c274271,7b14e9ea-956e-46a1-92e0-18b2ec420ebf,2018-09-05T08:12:01.471087,Jaffle shop is average. Ordered a vanilla ice.
90d60135-123d-451f-93d1-c25b16e14385,fd9ec585-57ea-4a20-a70b-46fa42a68f66,2018-09-05T11:34:01.432824,Jaffle Shop again. Ordered a adele-ade. This place is terrible.
69d84fbd-2512-4a70-b931-b7ea0530826c,2b7118f8-0b8d-4dc9-b0d8-74f0dc30d9b1,2018-09-05T08:12:30.199929,Jaffle shop is average. Ordered a adele-ade.
c092a17c-bb7f-472f-a225-7f4e0fd5556d,2d0f7150-cdc3-4aee-a2ef-0a037e26b151,2018-09-05T08:24:43.628775,Jaffle Shop again. Ordered a chai and mighty. This place is inedible.
cd869656-f549-4f34-a6dd-45aec56a6b9e,dc8e1e8c-76e6-4ff3-8dfb-ef3c2c71e925,2018-09-05T08:24:16.589115,Jaffles from the Jaffle Shop are fantastic! Ordered a for richer or pourover .
a6abd455-cf67-4dd3-a341-c95a3b92fc31,2e4cd5df-85b7-4a1b-874f-4f0668473c37,2018-09-05T07:53:53.339987,Jaffle Shop again. Ordered a chai and mighty. This place is terrible.
5221c92f-c8ef-4769-9f06-d32dcf7c0a8f,9e4ca6a7-fda4-4658-9cfd-f6a450441b20,2018-09-05T14:25:14.210342,Jaffles from the Jaffle Shop are amazing! Ordered a tangaroo.
611d9923-b3e2-4c03-b1b8-f01240f7a236,d053e7be-8f99-40b4-bb2b-f631855aff33,2018-09-05T12:45:46.908135,Jaffles from the Jaffle Shop are delicious! Ordered a adele-ade.
53d6c368-ed42-449b-ade3-665d74261a56,58287324-f181-4be7-abc1-f2b5534d9d2a,2018-09-05T11:11:03.892608,Jaffle Shop again. Ordered a for richer or pourover . This place is gross.
fb5bd122-6013-40a6-8841-6b1c15038b10,22f66254-0def-42e4-b682-817d4394248d,2018-09-05T08:32:07.392162,Jaffles from the Jaffle Shop are the best! Ordered a chai and mighty.
b0455094-5e69-4140-990c-9f0b2db1a149,6646403d-ad48-4470-827f-cc131fb09057,2018-09-05T08:24:16.974457,Jaffles from the Jaffle Shop are fantastic! Ordered a for richer or pourover .
9abdbe7d-5479-4a7f-ae9c-b1e33061048d,3a1a1bef-1d82-4174-a11c-7f98759d4998,2018-09-05T14:25:44.058590,Jaffle Shop again. Ordered a adele-ade. This place is awful.
4694290a-b993-48d7-a7b2-67a669ded4a6,c2c40853-95e4-4559-9868-55b1417c732d,2018-09-05T08:35:32.443901,Jaffle shop is solid. Ordered a for richer or pourover .
ec1d0b55-5e2a-4ad0-a058-f0a0b26e89c7,1b051dea-ee34-4342-a19a-687ade8b1e2e,2018-09-06T11:19:43.449716,"Jaffles from the Jaffle Shop are my favorite! Ordered a tangaroo, a chai and mighty, a doctor stew, and a nutellaphone who dis?."
39d9d13e-d154-48ac-8f8e-2b794787e7f6,4a74ecae-531a-4677-8a3b-9c305f3dad4d,2018-09-06T07:49:41.706952,Jaffle Shop again. Ordered a adele-ade. This place is my least favorite.
4549b0ec-d050-45a8-be7b-58076b0efc74,ab76e694-a4c9-4bd1-bb8d-818973828576,2018-09-06T09:50:42.571810,Jaffles from the Jaffle Shop are amazing! Ordered a tangaroo.
755f3b48-9042-41ac-9c17-f3e776b07955,93cfeb22-1ecc-4957-bf6c-6ace1d6b6515,2018-09-06T08:13:55.214328,Jaffle Shop again. Ordered a vanilla ice. This place is inedible.
6d95d03c-edd5-4192-8e14-fd5c10b49411,d0aa6639-55df-48c5-9f78-95ee79ab670e,2018-09-06T08:06:39.942382,Jaffles from the Jaffle Shop are awesome! Ordered a adele-ade.
cad4b182-b6e4-48a0-b90d-570e183c57d9,8f3c1e16-0809-4fe4-b5c4-a676eb024e7c,2018-09-06T11:15:08.402340,Jaffle Shop again. Ordered a adele-ade. This place is disgusting.
ce4f51ff-b3a3-400a-9547-619791314ca3,dc8e1e8c-76e6-4ff3-8dfb-ef3c2c71e925,2018-09-06T07:16:31.967045,Jaffles from the Jaffle Shop are the best! Ordered a tangaroo.
e020766e-df7d-4cf6-87ee-85f658121e2b,76f0d4a3-b5dc-4f38-b115-5f878bfa109e,2018-09-06T12:31:03.325796,Jaffle Shop again. Ordered a vanilla ice. This place is awful.
89e3165f-3897-4485-ad3f-8ff878699643,33f4005a-640e-4abf-9126-c1357da38b84,2018-09-06T07:40:39.402580,Jaffles from the Jaffle Shop are amazing! Ordered a vanilla ice.
e157ea0a-a17d-4935-931a-fd545a8e56da,049c12a9-8fa1-42a0-a136-4805a556824e,2018-09-06T10:21:09.514539,Jaffles from the Jaffle Shop are delicious! Ordered a vanilla ice.
9b6af299-5244-4197-8853-b5f35478c4c2,4ea2818a-c650-467d-b35d-1dfa2206a885,2018-09-06T07:46:55.638049,Jaffle shop is pretty decent. Ordered a adele-ade.
efba4787-9f18-46d1-95ac-a5a6483d0bf8,124d76ef-cb86-42cd-9469-455334771525,2018-09-06T08:21:30.153345,Jaffles from the Jaffle Shop are awesome! Ordered a vanilla ice.
fe940c47-eaf5-4df4-bba4-0b7279442361,5aff7936-5b61-4c7a-a044-c9d08848ecc5,2018-09-06T13:36:10.052353,Jaffles from the Jaffle Shop are amazing! Ordered a tangaroo.
6bd381be-9e0b-478c-86a2-1ed65e71ba31,1b051dea-ee34-4342-a19a-687ade8b1e2e,2018-09-07T10:33:16.406178,Jaffles from the Jaffle Shop are awesome! Ordered a chai and mighty and a doctor stew.
338b8fd9-7de4-41c2-b6da-8decdf32ae16,93e1ed54-b64a-4663-a506-541a5e782e74,2018-09-07T11:35:05.443843,Jaffles from the Jaffle Shop are sooo gooood! Ordered a adele-ade.
0925a18f-1abc-45ed-898f-703d89e40e6b,a54ead00-172e-4077-bb3a-100541cbd417,2018-09-07T07:21:18.570323,Jaffles from the Jaffle Shop are delicious! Ordered a for richer or pourover .
6424a5de-578a-473c-9c2a-3ba6ad6387c7,b69eceb7-3a86-4a32-b4a8-adfe6ac4a388,2018-09-07T08:50:17.736377,Jaffle Shop again. Ordered a vanilla ice. This place is disgusting.
913c894e-b6a3-4ec5-99d7-fef2e49c39fd,93cfeb22-1ecc-4957-bf6c-6ace1d6b6515,2018-09-07T08:23:55.814878,Jaffle Shop again. Ordered a vanilla ice. This place is disgusting.
6a2038ef-131a-486e-b6fc-496a939c8eff,d0aa6639-55df-48c5-9f78-95ee79ab670e,2018-09-07T08:54:08.651962,Jaffles from the Jaffle Shop are fantastic! Ordered a for richer or pourover .
96ba9181-adbe-415c-ba39-a922ab8018f3,8f3c1e16-0809-4fe4-b5c4-a676eb024e7c,2018-09-07T13:06:30.917282,Jaffle Shop again. Ordered a for richer or pourover . This place is awful.
f179c175-3314-4c38-a95d-fb05256e5a4b,76f0d4a3-b5dc-4f38-b115-5f878bfa109e,2018-09-07T09:26:33.517725,Jaffle Shop again. Ordered a vanilla ice. This place is awful.
91864aa7-2495-4725-990f-757417de1429,d053e7be-8f99-40b4-bb2b-f631855aff33,2018-09-07T11:58:08.544101,Jaffles from the Jaffle Shop are my favorite! Ordered a vanilla ice.
37ce23a6-e8e1-4df1-8636-59cb0eda80a4,8d56a2af-4a6c-420d-a727-e6156ca844af,2018-09-07T12:18:24.861175,Jaffles from the Jaffle Shop are the best! Ordered a adele-ade.
e9f6603f-d6ac-4b3c-bad4-989b7a1667f2,4b4ce7ca-ebd2-40ce-a227-1ed8ed99fcb9,2018-09-07T15:28:18.703088,Jaffle Shop again. Ordered a chai and mighty. This place is gross.
bfd06a64-b828-4e1c-9df8-cb8fb2d1cc51,56edba7a-16d0-4510-bb49-af43c6385a04,2018-09-07T07:53:31.399548,Jaffle Shop again. Ordered a chai and mighty. This place is the worst.
d03a721c-6179-4a12-a517-6f6ad7dcbe70,f5428fd4-4ecd-4e49-ace6-210870f924d9,2018-09-07T07:52:07.744869,Jaffles from the Jaffle Shop are awesome! Ordered a adele-ade.
507183e9-3bf1-48df-a797-b2e8390f4371,6646403d-ad48-4470-827f-cc131fb09057,2018-09-07T07:40:05.756392,Jaffles from the Jaffle Shop are sooo gooood! Ordered a for richer or pourover .
c00025ba-0b2d-4b6d-ac3a-751f1c4fe7ff,3a1a1bef-1d82-4174-a11c-7f98759d4998,2018-09-07T13:09:39.438676,Jaffle Shop again. Ordered a adele-ade. This place is inedible.
d74ef803-6b37-498d-8778-96a533249622,124d76ef-cb86-42cd-9469-455334771525,2018-09-07T07:49:16.300583,Jaffles from the Jaffle Shop are fantastic! Ordered a chai and mighty.
3b0391b4-cad2-48d7-8ed9-bffed983ee6a,864261cf-424b-4e84-9196-815ca6f3f777,2018-09-08T14:20:40.721205,"Jaffles from the Jaffle Shop are amazing! Ordered a vanilla ice, a adele-ade, a nutellaphone who dis?, and a the krautback."
56051269-f9aa-47b3-907f-db8a68a75037,492a7588-be0c-4516-9648-70e7fb14ad1a,2018-09-08T15:12:46.218234,"Jaffle shop is solid. Ordered a for richer or pourover , a chai and mighty, a for richer or pourover , a vanilla ice, a for richer or pourover , a the krautback, a mel-bun, a doctor stew, a the krautback, and a the krautback."
3d906c8b-8f63-4cac-81f3-cb117f36775c,ab76e694-a4c9-4bd1-bb8d-818973828576,2018-09-08T09:40:21.000346,Jaffles from the Jaffle Shop are fantastic! Ordered a vanilla ice.
0ed104c4-ff06-4f7f-8d1a-cdb10b153cc0,8eb8ce27-60df-4e38-a6db-6ae0dd65efe6,2018-09-08T09:00:56.388043,Jaffles from the Jaffle Shop are delicious! Ordered a vanilla ice.
6a244cc3-1108-4549-88bd-303ba07b2e9d,700d502a-bfe3-4b08-9664-3635655a2b82,2018-09-08T12:11:18.324068,"Jaffles from the Jaffle Shop are the best! Ordered a chai and mighty, a for richer or pourover , a adele-ade, a vanilla ice, a vanilla ice, a flame impala, a mel-bun, a nutellaphone who dis?, a the krautback, and a nutellaphone who dis?."
e27b1c4b-3208-4db1-9248-7f8040b6f456,70c5f0db-cba8-49c5-af0e-0c1ec5474edf,2018-09-08T13:29:07.809870,"Jaffles from the Jaffle Shop are delicious! Ordered a for richer or pourover , a chai and mighty, a vanilla ice, a vanilla ice, a for richer or pourover , a mel-bun, a mel-bun, a mel-bun, a doctor stew, and a mel-bun."
eb97f1ad-56d7-4dd2-b19c-e70fefd1afbc,85bc7a84-6ce5-4078-aab1-afe949bca123,2018-09-08T11:54:46.800629,Jaffle Shop again. Ordered a for richer or pourover  and a nutellaphone who dis?. This place is inedible.
52349cba-8996-4725-80fc-49e76bdd5046,5aff7936-5b61-4c7a-a044-c9d08848ecc5,2018-09-08T13:14:05.574875,Jaffles from the Jaffle Shop are delicious! Ordered a vanilla ice.
355ab754-57a6-4875-85f5-d729f66b19f2,864261cf-424b-4e84-9196-815ca6f3f777,2018-09-09T13:00:47.999595,"Jaffles from the Jaffle Shop are fantastic! Ordered a vanilla ice, a chai and mighty, a nutellaphone who dis?, and a nutellaphone who dis?."
1ef756e8-0a9c-4a67-8b8b-06616952499b,6ccaefde-a624-442f-9e82-a473661df3de,2018-09-09T12:20:54.826871,Jaffles from the Jaffle Shop are delicious! Ordered a tangaroo.
cee4359c-0363-430b-a2bc-e711c14d63d2,f10b943c-52c7-4654-8690-fbd4246b224c,2018-09-09T14:19:21.362941,Jaffle shop is alright. Ordered a tangaroo.
cf7fcbd7-e09f-49da-95de-0a545b641243,8a8f9075-79b1-4832-b911-75775d816849,2018-09-09T09:59:36.140561,"Jaffle Shop again. Ordered a adele-ade, a for richer or pourover , a flame impala, and a the krautback. This place is the worst."
bb0e9186-b955-40e2-9448-ada1726a0cca,8d56a2af-4a6c-420d-a727-e6156ca844af,2018-09-09T11:54:29.839400,Jaffles from the Jaffle Shop are delicious! Ordered a for richer or pourover .
8de0f159-92da-49bc-a19f-5ee1bcb9f783,4b4ce7ca-ebd2-40ce-a227-1ed8ed99fcb9,2018-09-09T14:00:02.708742,Jaffle Shop again. Ordered a adele-ade. This place is the worst.
222880bb-bd9b-4915-9925-55f61d7e6668,70c5f0db-cba8-49c5-af0e-0c1ec5474edf,2018-09-09T13:57:04.570535,"Jaffles from the Jaffle Shop are amazing! Ordered a for richer or pourover , a chai and mighty, a tangaroo, a vanilla ice, a for richer or pourover , a flame impala, a doctor stew, a flame impala, a flame impala, and a flame impala."
04babfb7-835b-42cb-9971-7c0c2c1284f8,85bc7a84-6ce5-4078-aab1-afe949bca123,2018-09-09T09:01:27.848862,Jaffle Shop again. Ordered a chai and mighty and a flame impala. This place is my least favorite.
314af527-52d3-4a5d-99ef-18e80d74f2cc,c44fe363-7562-4777-a13c-9fb698f3f472,2018-09-09T10:19:44.475638,"Jaffles from the Jaffle Shop are my favorite! Ordered a tangaroo, a for richer or pourover , a tangaroo, a for richer or pourover , a nutellaphone who dis?, a nutellaphone who dis?, a doctor stew, and a flame impala."
1a866454-dda6-4f40-9eb8-f28bf828c3ab,049c12a9-8fa1-42a0-a136-4805a556824e,2018-09-09T12:49:33.658533,Jaffles from the Jaffle Shop are awesome! Ordered a tangaroo.
8a9aa9e8-9bf9-4546-86eb-be1317c2bca0,6329a3a1-ca26-4d4f-9a8f-13a0bc75a892,2018-09-09T11:09:26.144662,"Jaffle Shop again. Ordered a for richer or pourover , a vanilla ice, a vanilla ice, a tangaroo, a chai and mighty, a flame impala, a nutellaphone who dis?, a flame impala, a mel-bun, and a flame impala. This place is awful."
50e6f775-cecd-49aa-b276-5c2cc21b64ad,6ccaefde-a624-442f-9e82-a473661df3de,2018-09-10T14:55:13.972339,Jaffles from the Jaffle Shop are amazing! Ordered a chai and mighty.
1ac033eb-12c8-43f0-ae17-29362fe93a09,a38b1c54-af00-476b-a96a-adef98cbc0b0,2018-09-10T11:52:40.597110,Jaffles from the Jaffle Shop are amazing! Ordered a tangaroo.
b8dd6416-6a15-4211-a827-f5d3e93c6b7a,a54ead00-172e-4077-bb3a-100541cbd417,2018-09-10T08:04:45.791181,Jaffles from the Jaffle Shop are fantastic! Ordered a adele-ade.
23f5d6dd-a4a3-4f6d-a6bb-3f355bee9191,1c716f1d-ce6c-4815-9b4a-e6850e7b3ec7,2018-09-10T08:08:17.493628,Jaffles from the Jaffle Shop are amazing! Ordered a adele-ade.
436b24a3-5afc-4eb4-b04e-9fbb049603d1,f10b943c-52c7-4654-8690-fbd4246b224c,2018-09-10T16:50:04.283119,Jaffle shop is fine. Ordered a for richer or pourover .
c07b4ce8-1066-4074-a09a-5cf6aefc96b2,fd9ec585-57ea-4a20-a70b-46fa42a68f66,2018-09-10T14:53:02.578376,Jaffle Shop again. Ordered a vanilla ice. This place is the worst.
de4639aa-894b-41cd-b010-cb692ce9868d,8f3c1e16-0809-4fe4-b5c4-a676eb024e7c,2018-09-10T10:30:34.864109,Jaffle Shop again. Ordered a vanilla ice. This place is disgusting.
4e2cd51c-6304-4fa0-a2a1-b6ca2dde1d71,2e4cd5df-85b7-4a1b-874f-4f0668473c37,2018-09-10T08:55:38.235281,Jaffle Shop again. Ordered a tangaroo. This place is disgusting.
ec4ee102-ae59-4284-ae43-f62fd4c61c48,6b5d60be-0399-42ef-a6e1-e3e0e9a2acc0,2018-09-10T07:46:47.838273,Jaffles from the Jaffle Shop are sooo gooood! Ordered a for richer or pourover .
465d3b3f-62c9-4454-8a39-268bc8794632,9e4ca6a7-fda4-4658-9cfd-f6a450441b20,2018-09-10T09:35:34.951668,Jaffles from the Jaffle Shop are my favorite! Ordered a for richer or pourover .
d63d382c-8593-4ec6-9ef6-b759bd1eff90,6012f440-50c6-48b6-aa97-bc37e85439de,2018-09-10T07:50:27.055706,Jaffle shop is alright. Ordered a vanilla ice.
baebec10-f357-406f-b381-b5ae803d1616,8d56a2af-4a6c-420d-a727-e6156ca844af,2018-09-10T09:20:31.239019,Jaffles from the Jaffle Shop are amazing! Ordered a tangaroo.
d6dfacde-eede-4c1c-945d-ab8aaae1eb7e,98bafeff-7e47-48cc-bce3-9cb36857be8b,2018-09-10T07:59:06.972865,Jaffle shop is pretty decent. Ordered a tangaroo.
74e005ee-86ff-40b0-a5a3-5d65d5b670d4,f5428fd4-4ecd-4e49-ace6-210870f924d9,2018-09-10T07:52:30.155618,Jaffles from the Jaffle Shop are awesome! Ordered a tangaroo.
9ad99075-4a70-47d6-b856-403f6adff11b,3a1a1bef-1d82-4174-a11c-7f98759d4998,2018-09-10T13:33:27.536659,Jaffle Shop again. Ordered a adele-ade. This place is disgusting.
5607096a-9334-402b-ab29-75d13fa9af81,de0c79bd-524b-499b-8ecf-d9197a2bcd3b,2018-09-11T08:43:53.851008,Jaffles from the Jaffle Shop are awesome! Ordered a vanilla ice.
